bigg_id	universal_bigg_id	name	model_list	database_links	old_bigg_ids
1hdec9eg3p_c	1hdec9eg3p	1-hexadec-9-enoyl-sn-glycerol 3-phosphate	iJO1366; iEcolC_1368; iB21_1397; iECSF_1327; iPC815; iECs_1301; ic_1306; iECSP_1301; iE2348C_1286; iECSE_1348; iSF_1195; iECS88_1305; iEC042_1314; iECP_1309; iAPECO1_1312; iECOK1_1307; iJN746; iEcSMS35_1347; iAF1260; iECUMN_1333; iBWG_1329; iNRG857_1313; iY75_1357; iSFxv_1172; iLB1027_lipid; iSFV_1184; iAF1260b; iSbBS512_1146; iML1515; iG2583_1286; iJB785; iS_1188; iHN637; iEKO11_1354; iECNA114_1301; iSBO_1134; iECO103_1326; iETEC_1333; iEcE24377_1341; iLF82_1304; iECABU_c1320; iSDY_1059; iEC55989_1330; iECW_1372; iECB_1328; iUTI89_1310; iECO111_1330; iSSON_1240; iECO26_1355; iUMN146_1321; iEcDH1_1363; iYL1228; iECIAI1_1343; iJN678; iECBD_1354; iUMNK88_1353; iECIAI39_1322; iZ_1308; iECED1_1282; iWFL_1372; iECD_1391; iAF987; iEcHS_1320; STM_v1_0; iECH74115_1262; iECDH10B_1368; iECDH1ME8569_1439	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM91047; SEED Compound: http://identifiers.org/seed.compound/cpd15326	1hdec9eg3p; 1hdec9eg3p[c]; 1hdec9eg3p_c; _1hdec9eg3p_c
1hdecg3p_c	1hdecg3p	1-hexadecanoyl-sn-glycerol 3-phosphate	iUMNK88_1353; iECIAI39_1322; iZ_1308; iECBD_1354; STM_v1_0; iECD_1391; iUTI89_1310; iECDH10B_1368; iUMN146_1321; iEcDH1_1363; iSSON_1240; iEcE24377_1341; iWFL_1372; iECB_1328; iYL1228; iECO103_1326; iJN678; iEcHS_1320; iAF987; iECDH1ME8569_1439; iB21_1397; iECO111_1330; iJO1366; iECIAI1_1343; ic_1306; iECED1_1282; iPC815; iECO26_1355; iE2348C_1286; iEC55989_1330; iSF_1195; iECH74115_1262; iEC042_1314; iECNA114_1301; iJN746; iECABU_c1320; iAPECO1_1312; iECs_1301; iNJ661; iECS88_1305; iAF1260; iECP_1309; iBWG_1329; iEcolC_1368; iSFV_1184; iECUMN_1333; iLF82_1304; iECSP_1301; iSBO_1134; iEcSMS35_1347; iECW_1372; iECSF_1327; iSDY_1059; iECOK1_1307; iSbBS512_1146; iECSE_1348; iG2583_1286; iML1515; iEKO11_1354; iLB1027_lipid; iSFxv_1172; iY75_1357; iS_1188; iAF1260b; iNRG857_1313; iHN637; iETEC_1333; iLJ478; iJB785; iRC1080	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM90586; SEED Compound: http://identifiers.org/seed.compound/cpd15327	1hdecg3p; 1hdecg3p[c]; 1hdecg3p_c; _1hdecg3p_c
1odec11eg3p_c	1odec11eg3p	1-octadec-11-enoyl-sn-glycerol 3-phosphate	iSbBS512_1146; iML1515; iSFV_1184; iHN637; iS_1188; iAF1260b; iSDY_1059; iY75_1357; iECW_1372; iRC1080; iNRG857_1313; iECNA114_1301; iSFxv_1172; iECDH1ME8569_1439; iLF82_1304; iECB_1328; iSBO_1134; iECO103_1326; iETEC_1333; iECD_1391; iEKO11_1354; iEcE24377_1341; iG2583_1286; iECIAI39_1322; iZ_1308; iECED1_1282; iJN678; iECO111_1330; iUMN146_1321; iEcHS_1320; iUMNK88_1353; iECABU_c1320; iYL1228; iEC55989_1330; iWFL_1372; iECIAI1_1343; STM_v1_0; iECH74115_1262; iUTI89_1310; iECBD_1354; iAF987; iECO26_1355; iSSON_1240; iEcDH1_1363; iECOK1_1307; iECDH10B_1368; iECSE_1348; iB21_1397; iECSP_1301; iPC815; iECS88_1305; ic_1306; iEcolC_1368; iJO1366; iEcSMS35_1347; iE2348C_1286; iECP_1309; iSF_1195; iECUMN_1333; iEC042_1314; iECSF_1327; iJN746; iECs_1301; iAPECO1_1312; iBWG_1329; iAF1260	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM91049; SEED Compound: http://identifiers.org/seed.compound/cpd15328	1odec11eg3p; 1odec11eg3p[c]; 1odec11eg3p_c; _1odec11eg3p_c
23ddhb_c	23ddhb	2,3-Dihydro-2,3-dihydroxybenzoate	iUMNK88_1353; iECSP_1301; iSSON_1240; iEcSMS35_1347; iJR904; iEcolC_1368; STM_v1_0; iECOK1_1307; iUTI89_1310; iECSE_1348; iUMN146_1321; iECs_1301; iSFxv_1172; iECO26_1355; iZ_1308; iECS88_1305; iWFL_1372; iECSF_1327; iYL1228; iECUMN_1333; iETEC_1333; iECP_1309; iSBO_1134; iYO844; iS_1188; iY75_1357; iLF82_1304; iAF1260b; iG2583_1286; iML1515; iECW_1372; iB21_1397; iSDY_1059; ic_1306; iSbBS512_1146; iE2348C_1286; iEKO11_1354; iSF_1195; iNRG857_1313; iEC042_1314; iSFV_1184; iJO1366; iECBD_1354; iAPECO1_1312; iECIAI1_1343; iAF1260; iECO103_1326; iBWG_1329; iECED1_1282; iECB_1328; iEcDH1_1363; iEcE24377_1341; iECD_1391; iECO111_1330; iECH74115_1262; iECNA114_1301; iECABU_c1320; iECIAI39_1322; iEC55989_1330; iECDH1ME8569_1439; iECDH10B_1368; iEcHS_1320	KEGG Compound: http://identifiers.org/kegg.compound/C04171; CHEBI: http://identifiers.org/chebi/CHEBI:11420; CHEBI: http://identifiers.org/chebi/CHEBI:11423; CHEBI: http://identifiers.org/chebi/CHEBI:15941; CHEBI: http://identifiers.org/chebi/CHEBI:19311; CHEBI: http://identifiers.org/chebi/CHEBI:48968; CHEBI: http://identifiers.org/chebi/CHEBI:57576; CHEBI: http://identifiers.org/chebi/CHEBI:58764; CHEBI: http://identifiers.org/chebi/CHEBI:877; BioCyc: http://identifiers.org/biocyc/META:DIHYDRO-DIOH-BENZOATE; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM114261; SEED Compound: http://identifiers.org/seed.compound/cpd02566; SEED Compound: http://identifiers.org/seed.compound/cpd29666	23ddhb; 23ddhb_c
23dhba_c	23dhba	(2,3-Dihydroxybenzoyl)adenylate	iY75_1357; iEcolC_1368; iML1515; iECP_1309; iAF1260b; iECS88_1305; iYO844; iEcSMS35_1347; iYL1228; iECs_1301; iWFL_1372; iECO26_1355; iUMN146_1321; iECSE_1348; STM_v1_0; iECSF_1327; iSFxv_1172; iECUMN_1333; iUMNK88_1353; iECOK1_1307; iZ_1308; iECSP_1301; iUTI89_1310; iB21_1397; iJR904; ic_1306; iSSON_1240; iE2348C_1286; iECBD_1354; iSF_1195; iECO103_1326; iEC042_1314; iECDH1ME8569_1439; iAPECO1_1312; iECIAI1_1343; iJO1366; iECNA114_1301; iNJ661; iEcHS_1320; iAF1260; iECO111_1330; iBWG_1329; iECDH10B_1368; iG2583_1286; iECIAI39_1322; iSbBS512_1146; iECH74115_1262; iS_1188; iECD_1391; iLF82_1304; iEcE24377_1341; iSDY_1059; iEC55989_1330; iETEC_1333; iECED1_1282; iECW_1372; iECB_1328; iSBO_1134; iECABU_c1320; iNRG857_1313; iEcDH1_1363; iSFV_1184; iEKO11_1354	KEGG Compound: http://identifiers.org/kegg.compound/C04030; CHEBI: http://identifiers.org/chebi/CHEBI:10846; CHEBI: http://identifiers.org/chebi/CHEBI:15572; CHEBI: http://identifiers.org/chebi/CHEBI:170; CHEBI: http://identifiers.org/chebi/CHEBI:18521; CHEBI: http://identifiers.org/chebi/CHEBI:57417; BioCyc: http://identifiers.org/biocyc/META:CPD-62; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM1978; SEED Compound: http://identifiers.org/seed.compound/cpd02494	23dhba; 23dhba_c
23dhbzs_c	23dhbzs	2,3-dihydroxybenzoylserine	iB21_1397; iSBO_1134; ic_1306; iSFV_1184; iE2348C_1286; iS_1188; iSF_1195; iSbBS512_1146; iEC042_1314; iLF82_1304; iAPECO1_1312; iNRG857_1313; iJO1366; iEKO11_1354; iAF1260; iETEC_1333; iBWG_1329; iECW_1372; iECSP_1301; iSDY_1059; iECO26_1355; iG2583_1286; iEcSMS35_1347; iML1515; iECS88_1305; iAF1260b; iEcolC_1368; iY75_1357; iECs_1301; iECB_1328; iECUMN_1333; iECIAI1_1343; iECSE_1348; iEcHS_1320; iECSF_1327; iECO103_1326; iECOK1_1307; iECABU_c1320; iECP_1309; iECH74115_1262; iUMN146_1321; iECBD_1354; iSFxv_1172; iEcDH1_1363; iYL1228; iEcE24377_1341; iUMNK88_1353; iECDH1ME8569_1439; STM_v1_0; iECD_1391; iSSON_1240; iECIAI39_1322; iWFL_1372; iECNA114_1301; iUTI89_1310; iECED1_1282; iZ_1308; iEC55989_1330; iECO111_1330; iECDH10B_1368	KEGG Compound: http://identifiers.org/kegg.compound/C04204; CHEBI: http://identifiers.org/chebi/CHEBI:12428; CHEBI: http://identifiers.org/chebi/CHEBI:17455; CHEBI: http://identifiers.org/chebi/CHEBI:21467; CHEBI: http://identifiers.org/chebi/CHEBI:58154; CHEBI: http://identifiers.org/chebi/CHEBI:7084; BioCyc: http://identifiers.org/biocyc/META:N-23-DIHYDROXYBENZOYL-L-SERINE; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM1487; SEED Compound: http://identifiers.org/seed.compound/cpd02582; SEED Compound: http://identifiers.org/seed.compound/cpd15332	23dhbzs; 23dhbzs_c
23dhdp_c	23dhdp	2,3-Dihydrodipicolinate	STM_v1_0; iECDH10B_1368; iUTI89_1310; iEcDH1_1363; iUMNK88_1353; iECED1_1282; iJN678; iECBD_1354; iZ_1308; iEC55989_1330; iSSON_1240; iECD_1391; iUMN146_1321; iECABU_c1320; iAF987; iEcE24377_1341; iSFxv_1172; iEcHS_1320; iYL1228; iECH74115_1262; iWFL_1372; iECB_1328; iJR904; iECDH1ME8569_1439; iLF82_1304; iECIAI39_1322; iETEC_1333; iECNA114_1301; iNRG857_1313; iECO103_1326; iS_1188; iECIAI1_1343; iSbBS512_1146; iECO111_1330; iSBO_1134; iB21_1397; iG2583_1286; iSB619; iEKO11_1354; ic_1306; iSFV_1184; iPC815; iECW_1372; iE2348C_1286; iSDY_1059; iSF_1195; iECUMN_1333; iEC042_1314; iECs_1301; iJN746; iECSE_1348; iAPECO1_1312; iEcSMS35_1347; iIT341; iECSP_1301; iNJ661; iECO26_1355; iJO1366; iECOK1_1307; iAF1260; iEcolC_1368; iBWG_1329; iECS88_1305; iHN637; iECP_1309; iY75_1357; iECSF_1327; iML1515; iNF517; iLJ478; iAF1260b; iAF692; iYO844; iRC1080	CHEBI: http://identifiers.org/chebi/CHEBI:11421; CHEBI: http://identifiers.org/chebi/CHEBI:48052; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM163139	23dhdp; 23dhdp[c]; 23dhdp_c; _23dhdp_c
25dkglcn_c	25dkglcn	2,5-diketo-D-gluconate	iML1515; iG2583_1286; iY75_1357; iETEC_1333; iAF1260b; iS_1188; iECB_1328; iLF82_1304; iECO103_1326; iECW_1372; iECABU_c1320; iSFV_1184; iEcHS_1320; iSbBS512_1146; iECNA114_1301; iNRG857_1313; iECED1_1282; iSBO_1134; iECIAI39_1322; iSDY_1059; iECIAI1_1343; iEKO11_1354; iEcE24377_1341; iEcSMS35_1347; iECBD_1354; iECSP_1301; iEC55989_1330; iECS88_1305; iECDH1ME8569_1439; iECs_1301; iECO111_1330; iECOK1_1307; iECDH10B_1368; iECO26_1355; iECH74115_1262; iECUMN_1333; iEcDH1_1363; iECSF_1327; iECD_1391; iECP_1309; iB21_1397; iECSE_1348; iJO1366; iEcolC_1368; ic_1306; iUTI89_1310; iPC815; iJR904; iE2348C_1286; iZ_1308; iSF_1195; iSFxv_1172; iEC042_1314; STM_v1_0; iAPECO1_1312; iUMN146_1321; iAF1260; iWFL_1372; iBWG_1329; iYL1228; iSSON_1240; iUMNK88_1353	KEGG Compound: http://identifiers.org/kegg.compound/C02780; CHEBI: http://identifiers.org/chebi/CHEBI:1070; CHEBI: http://identifiers.org/chebi/CHEBI:11449; CHEBI: http://identifiers.org/chebi/CHEBI:18281; CHEBI: http://identifiers.org/chebi/CHEBI:19378; CHEBI: http://identifiers.org/chebi/CHEBI:58428; LipidMaps: http://identifiers.org/lipidmaps/LMFA01050471; BioCyc: http://identifiers.org/biocyc/META:25-DIDEHYDRO-D-GLUCONATE; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM936; SEED Compound: http://identifiers.org/seed.compound/cpd01793	25dkglcn; 25dkglcn_c
26dap_LL_c	26dap_LL	LL-2,6-Diaminoheptanedioate	iEKO11_1354; iEC55989_1330; iSDY_1059; iECB_1328; iECW_1372; iECH74115_1262; iSbBS512_1146; iEcDH1_1363; iG2583_1286; iECDH10B_1368; iS_1188; iECO103_1326; iLF82_1304; iECD_1391; iNRG857_1313; iECBD_1354; iETEC_1333; iEcE24377_1341; iSBO_1134; iECNA114_1301; iSFV_1184; iECO111_1330; iSFxv_1172; iECED1_1282; STM_v1_0; iECIAI39_1322; iWFL_1372; iECABU_c1320; iUMN146_1321; iECIAI1_1343; iAF987; iECDH1ME8569_1439; iZ_1308; iEcHS_1320; iUTI89_1310; iB21_1397; iUMNK88_1353; iPC815; iJN678; iJO1366; iSSON_1240; iSB619; iYL1228; ic_1306; iJR904; iE2348C_1286; iECSF_1327; iSF_1195; iECs_1301; iEC042_1314; iECS88_1305; iJN746; iECSP_1301; iAPECO1_1312; iECUMN_1333; iIT341; iECO26_1355; iNJ661; iEcSMS35_1347; iAF1260; iEcolC_1368; iBWG_1329; iECSE_1348; iAF1260b; iECOK1_1307; iHN637; iECP_1309; iRC1080; iJB785; iML1515; iY75_1357; iNF517; iLJ478; iYO844	KEGG Compound: http://identifiers.org/kegg.compound/C00666; CHEBI: http://identifiers.org/chebi/CHEBI:13192; CHEBI: http://identifiers.org/chebi/CHEBI:16026; CHEBI: http://identifiers.org/chebi/CHEBI:21428; CHEBI: http://identifiers.org/chebi/CHEBI:21429; CHEBI: http://identifiers.org/chebi/CHEBI:47031; CHEBI: http://identifiers.org/chebi/CHEBI:57609; CHEBI: http://identifiers.org/chebi/CHEBI:6341; Human Metabolome Database: http://identifiers.org/hmdb/HMDB01370; LipidMaps: http://identifiers.org/lipidmaps/LMFA01170102; BioCyc: http://identifiers.org/biocyc/META:LL-DIAMINOPIMELATE; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM644; SEED Compound: http://identifiers.org/seed.compound/cpd00504	26dap-LL[c]; 26dap_DASH_LL_c; 26dap_LL; 26dap_LL[c]; 26dap_LL_c; 26dap__LL_c; _26dap_LL_c
26dap__M_c	26dap__M	Meso-2,6-Diaminoheptanedioate	iECUMN_1333; iHN637; iEcSMS35_1347; iRC1080; iECP_1309; iAF692; iECS88_1305; iML1515; iECO26_1355; iNF517; iECOK1_1307; iY75_1357; iEcolC_1368; iAF1260b; iECSE_1348; iLJ478; iECSP_1301; iYO844; iECs_1301; iJB785; iECSF_1327; iEcE24377_1341; iG2583_1286; iECIAI1_1343; iSDY_1059; iECDH1ME8569_1439; iSbBS512_1146; iECO111_1330; iSFV_1184; iECB_1328; iETEC_1333; iECNA114_1301; iEKO11_1354; iECD_1391; iLF82_1304; iECIAI39_1322; iNRG857_1313; iECED1_1282; iECW_1372; iECBD_1354; iSBO_1134; iEcHS_1320; iS_1188; iEcDH1_1363; iB21_1397; iECH74115_1262; iPC815; iECDH10B_1368; iSB619; iECABU_c1320; ic_1306; iECO103_1326; iJO1366; iEC55989_1330; iE2348C_1286; iAF987; iSF_1195; iJN678; iEC042_1314; iUTI89_1310; iJN746; iSSON_1240; iAPECO1_1312; iZ_1308; iIT341; iYL1228; iNJ661; iUMNK88_1353; iBWG_1329; iSFxv_1172; iAF1260; iJR904; iUMN146_1321; STM_v1_0; iWFL_1372	KEGG Compound: http://identifiers.org/kegg.compound/C00680; CHEBI: http://identifiers.org/chebi/CHEBI:10598; CHEBI: http://identifiers.org/chebi/CHEBI:12822; CHEBI: http://identifiers.org/chebi/CHEBI:12823; CHEBI: http://identifiers.org/chebi/CHEBI:12825; CHEBI: http://identifiers.org/chebi/CHEBI:16488; CHEBI: http://identifiers.org/chebi/CHEBI:25203; CHEBI: http://identifiers.org/chebi/CHEBI:25204; CHEBI: http://identifiers.org/chebi/CHEBI:30308; CHEBI: http://identifiers.org/chebi/CHEBI:40838; CHEBI: http://identifiers.org/chebi/CHEBI:57791; BioCyc: http://identifiers.org/biocyc/META:MESO-DIAMINOPIMELATE; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM529; SEED Compound: http://identifiers.org/seed.compound/cpd00516	26dap-M[c]; 26dap_DASH_M_c; 26dap_M[c]; 26dap_M_c; 26dap__M; 26dap__M_c; _26dap_M_c
2agpe141_c	2agpe141	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1)	iEcHS_1320; iECSE_1348; iECO111_1330; iEcolC_1368; iECO103_1326; iEcSMS35_1347; iECH74115_1262; iECUMN_1333; iECNA114_1301; iECW_1372; iECBD_1354; iECs_1301; iECO26_1355; iECS88_1305; iECB_1328; iECOK1_1307; iEcDH1_1363; iECSF_1327; iECED1_1282; iECP_1309; iECIAI39_1322; iECSP_1301; iECABU_c1320; iNRG857_1313; iEcE24377_1341; iSFV_1184; iECDH1ME8569_1439; iS_1188; iEC55989_1330; iSbBS512_1146; iECIAI1_1343; iG2583_1286; iECDH10B_1368; iEKO11_1354; iECD_1391; iSBO_1134; iAF1260b; iSDY_1059; iY75_1357; iLF82_1304; iML1515; iETEC_1333; iB21_1397; iSFxv_1172; iPC815; iZ_1308; ic_1306; STM_v1_0; iE2348C_1286; iAF987; iJO1366; iSSON_1240; iSF_1195; iUMNK88_1353; iEC042_1314; iUTI89_1310; iAPECO1_1312; iWFL_1372; iBWG_1329; iYL1228; iAF1260; iUMN146_1321	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM3447	2agpe141; 2agpe141_c; _2agpe141_c
2agpe160_c	2agpe160	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0)	iB21_1397; iSSON_1240; ic_1306; iAF987; iPC815; iUMN146_1321; iE2348C_1286; iUTI89_1310; iSF_1195; STM_v1_0; iJO1366; iYL1228; iEC042_1314; iWFL_1372; iAPECO1_1312; iUMNK88_1353; iNJ661; iZ_1308; iBWG_1329; iEcE24377_1341; iAF1260; iECED1_1282; iECW_1372; iECNA114_1301; iECSE_1348; iECO111_1330; iECOK1_1307; iECO103_1326; iECs_1301; iEcHS_1320; iECSP_1301; iECDH10B_1368; iECSF_1327; iEC55989_1330; iECUMN_1333; iECBD_1354; iECP_1309; iECDH1ME8569_1439; iECS88_1305; iECD_1391; iEcSMS35_1347; iECB_1328; iEcolC_1368; iECH74115_1262; iSbBS512_1146; iECIAI39_1322; iSDY_1059; iECIAI1_1343; iSBO_1134; iECO26_1355; iSFV_1184; iEcDH1_1363; iETEC_1333; iECABU_c1320; iLF82_1304; iAF1260b; iG2583_1286; iML1515; iEKO11_1354; iY75_1357; iS_1188; iNRG857_1313; iSFxv_1172	CHEBI: http://identifiers.org/chebi/CHEBI:131743; CHEBI: http://identifiers.org/chebi/CHEBI:132926; Human Metabolome Database: http://identifiers.org/hmdb/HMDB11473; LipidMaps: http://identifiers.org/lipidmaps/LMGP02050036; BioCyc: http://identifiers.org/biocyc/META:CPD0-2177; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM34810; SEED Compound: http://identifiers.org/seed.compound/cpd15339; SEED Compound: http://identifiers.org/seed.compound/cpd26438	2agpe160; 2agpe160_c; _2agpe160_c
2agpe181_c	2agpe181	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1)	iNRG857_1313; iB21_1397; iEKO11_1354; ic_1306; iSFxv_1172; iPC815; iSDY_1059; iE2348C_1286; iSFV_1184; iSF_1195; iS_1188; iEC042_1314; iSbBS512_1146; iJO1366; iSBO_1134; iAPECO1_1312; iLF82_1304; iBWG_1329; iETEC_1333; iAF1260; iG2583_1286; iECDH10B_1368; iECP_1309; iECH74115_1262; iECS88_1305; iECDH1ME8569_1439; iEcSMS35_1347; iECO103_1326; iECSF_1327; iECBD_1354; iECSE_1348; iECED1_1282; iECSP_1301; iECB_1328; iEcolC_1368; iEcHS_1320; iECs_1301; iECD_1391; iECOK1_1307; iECNA114_1301; iECW_1372; iECIAI39_1322; iECUMN_1333; iECO111_1330; iUMNK88_1353; iECABU_c1320; iWFL_1372; iEcDH1_1363; iAF987; iEcE24377_1341; iUTI89_1310; iECIAI1_1343; iYL1228; iEC55989_1330; iUMN146_1321; iECO26_1355; iSSON_1240; iML1515; iZ_1308; iY75_1357; STM_v1_0; iAF1260b	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM3449	2agpe181; 2agpe181_c; _2agpe181_c
2agpg120_c	2agpg120	2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0)	iUMN146_1321; iY75_1357; iWFL_1372; iML1515; STM_v1_0; iAF1260b; iUMNK88_1353; iNRG857_1313; iSSON_1240; iSbBS512_1146; iAF987; iS_1188; iUTI89_1310; iG2583_1286; iZ_1308; iSDY_1059; iYL1228; iSFxv_1172; iB21_1397; iSBO_1134; iPC815; iEKO11_1354; ic_1306; iETEC_1333; iE2348C_1286; iLF82_1304; iSF_1195; iSFV_1184; iEC042_1314; iECB_1328; iJO1366; iECED1_1282; iAPECO1_1312; iECIAI1_1343; iBWG_1329; iEC55989_1330; iAF1260; iECABU_c1320; iEcolC_1368; iECO26_1355; iECOK1_1307; iECIAI39_1322; iECSE_1348; iEcHS_1320; iECs_1301; iECD_1391; iECS88_1305; iECO103_1326; iEcSMS35_1347; iECO111_1330; iECP_1309; iEcDH1_1363; iECSF_1327; iECBD_1354; iECSP_1301; iECNA114_1301; iECW_1372; iECH74115_1262; iECUMN_1333; iECDH1ME8569_1439; iEcE24377_1341; iECDH10B_1368	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM3450	2agpg120; 2agpg120_c; _2agpg120_c
2agpg140_c	2agpg140	2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0)	iECP_1309; iEC55989_1330; iECSP_1301; iECED1_1282; iECW_1372; iEcE24377_1341; iECOK1_1307; iECB_1328; iECSF_1327; iEcDH1_1363; iECSE_1348; iECIAI1_1343; iECUMN_1333; iECNA114_1301; iECS88_1305; iECDH1ME8569_1439; iEcSMS35_1347; iECO111_1330; iECs_1301; iECDH10B_1368; iEcolC_1368; iECBD_1354; iYL1228; iECIAI39_1322; iUMN146_1321; iEcHS_1320; iUMNK88_1353; iECO26_1355; iUTI89_1310; iECABU_c1320; STM_v1_0; iECO103_1326; iWFL_1372; iECH74115_1262; iZ_1308; iECD_1391; iSSON_1240; iML1515; iAF987; iY75_1357; iB21_1397; iAF1260b; iPC815; iS_1188; ic_1306; iSBO_1134; iE2348C_1286; iSFxv_1172; iSF_1195; iSFV_1184; iEC042_1314; iLF82_1304; iAPECO1_1312; iEKO11_1354; iJO1366; iSDY_1059; iBWG_1329; iNRG857_1313; iAF1260; iG2583_1286; iETEC_1333; iSbBS512_1146	BioCyc: http://identifiers.org/biocyc/META:CPD0-2173; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM34739; SEED Compound: http://identifiers.org/seed.compound/cpd26437	2agpg140; 2agpg140_c; _2agpg140_c
2agpg160_c	2agpg160	2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0)	iECO111_1330; iUMNK88_1353; iECDH1ME8569_1439; iYL1228; iECO26_1355; iUMN146_1321; iEcE24377_1341; iZ_1308; iECBD_1354; iUTI89_1310; iECIAI39_1322; iSSON_1240; iEcHS_1320; iWFL_1372; iEcDH1_1363; STM_v1_0; iECED1_1282; iAF987; iECABU_c1320; iNRG857_1313; iECB_1328; iSFV_1184; iECDH10B_1368; iG2583_1286; iECH74115_1262; iS_1188; iECNA114_1301; iSBO_1134; iECO103_1326; iETEC_1333; iECIAI1_1343; iSbBS512_1146; iECD_1391; iSFxv_1172; iEC55989_1330; iLF82_1304; iB21_1397; iEKO11_1354; ic_1306; iSDY_1059; iPC815; iY75_1357; iE2348C_1286; iAF1260b; iSF_1195; iML1515; iEC042_1314; iECs_1301; iAPECO1_1312; iEcSMS35_1347; iJO1366; iEcolC_1368; iBWG_1329; iECUMN_1333; iAF1260; iECS88_1305; iECSF_1327; iECW_1372; iECOK1_1307; iECSE_1348; iECSP_1301; iECP_1309	BioCyc: http://identifiers.org/biocyc/META:CPD-8363; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM34740; SEED Compound: http://identifiers.org/seed.compound/cpd25200	2agpg160; 2agpg160_c; _2agpg160_c
2agpg161_c	2agpg161	2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1)	iB21_1397; iECOK1_1307; iPC815; iECUMN_1333; ic_1306; iECW_1372; iE2348C_1286; iECP_1309; iSF_1195; iECS88_1305; iEC042_1314; iEcolC_1368; iAPECO1_1312; iECs_1301; iJO1366; iEcSMS35_1347; iBWG_1329; iECSP_1301; iAF1260; iECSE_1348; iECO103_1326; iECSF_1327; iECIAI39_1322; iAF987; iECD_1391; iSSON_1240; iEcDH1_1363; iWFL_1372; iEcHS_1320; iUTI89_1310; iECB_1328; iYL1228; iECBD_1354; iUMN146_1321; iECO26_1355; iZ_1308; iECO111_1330; iUMNK88_1353; iECH74115_1262; STM_v1_0; iECDH10B_1368; iY75_1357; iECDH1ME8569_1439; iML1515; iECED1_1282; iAF1260b; iECABU_c1320; iNRG857_1313; iECNA114_1301; iLF82_1304; iEC55989_1330; iSbBS512_1146; iECIAI1_1343; iEKO11_1354; iEcE24377_1341; iS_1188; iSDY_1059; iSFV_1184; iSFxv_1172; iG2583_1286; iETEC_1333; iSBO_1134	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM3453	2agpg161; 2agpg161_c; _2agpg161_c
2agpg180_c	2agpg180	2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0)	iECDH10B_1368; iSFxv_1172; iECABU_c1320; iLF82_1304; iEcDH1_1363; iETEC_1333; iECO111_1330; iSFV_1184; iECNA114_1301; iEKO11_1354; iECB_1328; iS_1188; iECBD_1354; iSDY_1059; iECIAI39_1322; iG2583_1286; iEcHS_1320; iNRG857_1313; iECH74115_1262; iSBO_1134; iECED1_1282; iSbBS512_1146; iECO103_1326; iECSE_1348; iECDH1ME8569_1439; iECSP_1301; iECIAI1_1343; iECOK1_1307; iEC55989_1330; iEcSMS35_1347; iECD_1391; iECs_1301; iECO26_1355; iEcolC_1368; iEcE24377_1341; iECSF_1327; iB21_1397; iECS88_1305; iPC815; iECP_1309; ic_1306; iECW_1372; iE2348C_1286; iECUMN_1333; iSF_1195; iY75_1357; iEC042_1314; iAF1260b; iAPECO1_1312; iML1515; iJO1366; iSSON_1240; iBWG_1329; iAF987; iAF1260; iUMNK88_1353; iUMN146_1321; iZ_1308; iWFL_1372; iYL1228; iUTI89_1310; STM_v1_0	BioCyc: http://identifiers.org/biocyc/META:CPD0-2133; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM150642; SEED Compound: http://identifiers.org/seed.compound/cpd26427	2agpg180; 2agpg180_c; _2agpg180_c
